chrom,start,end,summit
chr1,12991053,12991303,12991178
chr1,12992628,12992878,12992753
chr1,13050188,13050438,13050313
chr1,13052066,13052316,13052191
chr1,13117775,13118025,13117900
chr1,13151171,13151421,13151296
chr1,13155355,13155605,13155480
chr1,13161425,13161675,13161550
chr1,13162316,13162566,13162441
chr1,13231559,13231809,13231684
chr1,13266700,13266950,13266825
chr1,13267148,13267398,13267273
chr1,13267418,13267668,13267543
chr1,13274306,13274556,13274431
chr1,13280108,13280358,13280233
chr1,13288877,13289127,13289002
chr1,13293286,13293536,13293411
chr1,13294823,13295073,13294948
chr1,13295601,13295851,13295726
chr1,13311882,13312132,13312007
chr1,13336025,13336275,13336150
chr1,13336553,13336803,13336678
chr1,13360696,13360946,13360821
chr1,13363818,13364068,13363943
chr1,13364469,13364719,13364594
chr1,13372165,13372415,13372290
chr1,13372430,13372680,13372555
chr1,13372725,13372975,13372850
chr1,13374013,13374263,13374138
chr1,13374444,13374694,13374569
chr1,13383565,13383815,13383690
chr1,13388535,13388785,13388660
chr1,13426461,13426711,13426586
chr1,13426734,13426984,13426859
chr1,13427126,13427376,13427251
chr1,13454644,13454894,13454769
chr1,13494837,13495087,13494962
chr1,13500553,13500803,13500678
chr1,13513899,13514149,13514024
chr1,13521578,13521828,13521703
chr1,13531558,13531808,13531683
chr1,13559405,13559655,13559530
chr1,13559941,13560191,13560066
chr1,13574106,13574356,13574231
chr1,13589338,13589588,13589463
chr1,13589712,13589962,13589837
chr1,13593207,13593457,13593332
chr1,13639580,13639830,13639705
chr1,13659564,13659814,13659689
chr1,13659816,13660066,13659941
chr1,13660473,13660723,13660598
chr1,13706388,13706638,13706513
chr1,13784428,13784678,13784553
chr1,13789271,13789521,13789396
chr1,15544311,15544561,15544436
chr1,15791639,15791889,15791764
chr1,15791982,15792232,15792107
chr1,15805440,15805690,15805565
chr1,15805779,15806029,15805904
chr1,15850827,15851077,15850952
chr1,15882788,15883038,15882913
chr1,16104292,16104542,16104417
chr1,16104591,16104841,16104716
chr1,16104855,16105105,16104980
chr1,16105250,16105500,16105375
chr1,16105709,16105959,16105834
chr1,16115292,16115542,16115417
chr1,16162648,16162898,16162773
chr1,16163249,16163499,16163374
chr1,16177499,16177749,16177624
chr1,16225256,16225506,16225381
chr1,16227987,16228237,16228112
chr1,16229578,16229828,16229703
chr1,16233758,16234008,16233883
chr1,16244286,16244536,16244411
chr1,16249170,16249420,16249295
chr1,16260605,16260855,16260730
chr1,16262134,16262384,16262259
chr1,16304972,16305222,16305097
chr1,16433461,16433711,16433586
chr1,16440270,16440520,16440395
chr1,16518659,16518909,16518784
chr1,16519016,16519266,16519141
chr1,16519642,16519892,16519767
chr1,16534178,16534428,16534303
chr1,16587052,16587302,16587177
chr1,16619220,16619470,16619345
chr1,16642099,16642349,16642224
chr1,16656413,16656663,16656538
chr1,16656934,16657184,16657059
chr1,16665035,16665285,16665160
chr1,16688254,16688504,16688379
chr1,16688577,16688827,16688702
chr1,16737854,16738104,16737979
chr1,16746038,16746288,16746163
chr1,16747369,16747619,16747494
chr1,17097853,17098103,17097978
chr1,20259947,20260197,20260072
chr1,20513793,20514043,20513918
chr1,20743938,20744188,20744063
chr1,20801767,20802017,20801892
chr1,20820023,20820273,20820148
chr1,20820283,20820533,20820408
chr1,20890405,20890655,20890530
chr1,20890676,20890926,20890801
chr1,20891020,20891270,20891145
chr1,20912151,20912401,20912276
chr1,20912479,20912729,20912604
chr1,20926048,20926298,20926173
chr1,20926442,20926692,20926567
chr1,20933506,20933756,20933631
chr1,20939114,20939364,20939239
chr1,20951240,20951490,20951365
chr1,20951552,20951802,20951677
chr1,20995275,20995525,20995400
chr1,21052244,21052494,21052369
chr1,21064295,21064545,21064420
chr1,21078904,21079154,21079029
chr1,21079175,21079425,21079300
chr1,21079573,21079823,21079698
chr1,21101306,21101556,21101431
chr1,21161840,21162090,21161965
chr1,21166232,21166482,21166357
chr1,21218451,21218701,21218576
chr1,21227674,21227924,21227799
chr1,21271313,21271563,21271438
chr1,21344387,21344637,21344512
chr1,21411277,21411527,21411402
chr1,21425788,21426038,21425913
chr1,21461155,21461405,21461280
chr1,21499896,21500146,21500021
chr1,21520301,21520551,21520426
chr1,21522110,21522360,21522235
chr1,21603999,21604249,21604124
chr1,21618762,21619012,21618887
chr1,21634131,21634381,21634256
chr1,21780896,21781146,21781021
chr1,21805136,21805386,21805261
chr1,21829957,21830207,21830082
chr1,21830269,21830519,21830394
chr1,21896110,21896360,21896235
chr1,21896407,21896657,21896532
chr1,21960477,21960727,21960602
chr1,21960938,21961188,21961063
chr1,21961301,21961551,21961426
chr1,21962963,21963213,21963088
chr1,21963598,21963848,21963723
chr1,21967203,21967453,21967328
chr1,22269036,22269286,22269161
chr1,23256025,23256275,23256150
chr1,23302439,23302689,23302564
chr1,23321321,23321571,23321446
chr1,23382710,23382960,23382835
chr1,23383068,23383318,23383193
chr1,23399668,23399918,23399793
chr1,23762821,23763071,23762946
chr1,23792819,23793069,23792944
chr1,23827171,23827421,23827296
chr1,23834373,23834623,23834498
chr1,23841658,23841908,23841783
chr1,23882738,23882988,23882863
chr1,23896073,23896323,23896198
chr1,23910466,23910716,23910591
chr1,23915397,23915647,23915522
chr1,23915700,23915950,23915825
chr1,23921688,23921938,23921813
chr1,23921960,23922210,23922085
chr1,23922272,23922522,23922397
chr1,23923832,23924082,23923957
chr1,23958955,23959205,23959080
chr1,23959371,23959621,23959496
chr1,23999412,23999662,23999537
chr1,24005287,24005537,24005412
chr1,24005584,24005834,24005709
chr1,24034117,24034367,24034242
chr1,24045606,24045856,24045731
chr1,24100055,24100305,24100180
chr1,24134929,24135179,24135054
chr1,24137181,24137431,24137306
chr1,24678142,24678392,24678267
chr1,24678399,24678649,24678524
chr1,24678779,24679029,24678904
chr1,24679135,24679385,24679260
chr1,24699421,24699671,24699546
chr1,24718551,24718801,24718676
chr1,24719690,24719940,24719815
chr1,24740985,24741235,24741110
chr1,30584952,30585202,30585077
chr1,30793052,30793302,30793177
chr1,30811829,30812079,30811954
chr1,30812140,30812390,30812265
chr1,30851959,30852209,30852084
chr1,30859937,30860187,30860062
chr1,30872814,30873064,30872939
chr1,30873529,30873779,30873654
chr1,30873867,30874117,30873992
chr1,30874813,30875063,30874938
chr1,30882221,30882471,30882346
chr1,30920899,30921149,30921024
chr1,30921370,30921620,30921495
chr1,30948968,30949218,30949093
chr1,30949660,30949910,30949785
chr1,30949980,30950230,30950105
chr1,30950247,30950497,30950372
chr1,31154041,31154291,31154166
chr1,33565843,33566093,33565968
chr1,33663235,33663485,33663360
chr1,33669665,33669915,33669790
chr1,33670279,33670529,33670404
chr1,33672550,33672800,33672675
chr1,33684540,33684790,33684665
chr1,33719700,33719950,33719825
chr1,33720026,33720276,33720151
chr1,33739394,33739644,33739519
chr1,33742919,33743169,33743044
chr1,33757060,33757310,33757185
chr1,33757622,33757872,33757747
chr1,33814460,33814710,33814585
chr1,33883435,33883685,33883560
chr1,33892829,33893079,33892954
chr1,33907523,33907773,33907648
chr1,33994279,33994529,33994404
chr1,34005608,34005858,34005733
chr1,34006344,34006594,34006469
chr1,34010977,34011227,34011102
chr1,34011407,34011657,34011532
chr1,34022051,34022301,34022176
chr1,34026550,34026800,34026675
chr1,34028852,34029102,34028977
chr1,34061189,34061439,34061314
chr1,34068404,34068654,34068529
chr1,34164649,34164899,34164774
chr1,34187500,34187750,34187625
chr1,34201514,34201764,34201639
chr1,34218420,34218670,34218545
chr1,34236432,34236682,34236557
chr1,34433251,34433501,34433376
chr1,34433994,34434244,34434119
chr1,34439272,34439522,34439397
chr1,34439692,34439942,34439817
chr1,34459585,34459835,34459710
chr1,34462758,34463008,34462883
chr1,34472533,34472783,34472658
chr1,34473088,34473338,34473213
chr1,34478772,34479022,34478897
chr1,34480871,34481121,34480996
chr1,34485931,34486181,34486056
chr1,34510541,34510791,34510666
chr1,34511114,34511364,34511239
chr1,34602404,34602654,34602529
chr1,34738461,34738711,34738586
chr1,34801549,34801799,34801674
chr1,34801873,34802123,34801998
chr1,34802208,34802458,34802333
chr1,34825987,34826237,34826112
chr1,34831437,34831687,34831562
chr1,34832508,34832758,34832633
chr1,34835294,34835544,34835419
chr1,34842628,34842878,34842753
chr1,34843025,34843275,34843150
chr1,34849801,34850051,34849926
chr1,34851629,34851879,34851754
chr1,34852505,34852755,34852630
chr1,34867270,34867520,34867395
chr1,34896973,34897223,34897098
chr1,35580513,35580763,35580638
chr1,35653402,35653652,35653527
chr1,35709279,35709529,35709404
chr1,35726675,35726925,35726800
chr1,35839493,35839743,35839618
chr1,35869789,35870039,35869914
chr1,35890211,35890461,35890336
chr1,35890730,35890980,35890855
chr1,35935105,35935355,35935230
chr1,36064992,36065242,36065117
chr1,36068149,36068399,36068274
chr1,36068855,36069105,36068980
chr1,36069478,36069728,36069603
chr1,36131290,36131540,36131415
chr1,36134665,36134915,36134790
chr1,36145110,36145360,36145235
chr1,36148849,36149099,36148974
chr1,36149471,36149721,36149596
chr1,36160313,36160563,36160438
chr1,36198636,36198886,36198761
chr1,36244218,36244468,36244343
chr1,36252882,36253132,36253007
chr1,36260584,36260834,36260709
chr1,36262159,36262409,36262284
chr1,36263943,36264193,36264068
chr1,36272585,36272835,36272710
chr1,36273403,36273653,36273528
chr1,36274465,36274715,36274590
chr1,36279243,36279493,36279368
chr1,36281895,36282145,36282020
chr1,36293586,36293836,36293711
chr1,36294482,36294732,36294607
chr1,36296556,36296806,36296681
chr1,36296842,36297092,36296967
chr1,36307502,36307752,36307627
chr1,36307942,36308192,36308067
chr1,36309681,36309931,36309806
chr1,36321847,36322097,36321972
chr1,36324102,36324352,36324227
chr1,36368586,36368836,36368711
chr1,36369080,36369330,36369205
chr1,36435113,36435363,36435238
chr1,36445210,36445460,36445335
chr1,36461845,36462095,36461970
chr1,36471200,36471450,36471325
chr1,36471482,36471732,36471607
chr1,36501336,36501586,36501461
chr1,36511648,36511898,36511773
chr1,36547196,36547446,36547321
chr1,36558106,36558356,36558231
chr1,36635019,36635269,36635144
chr1,36684181,36684431,36684306
chr1,36691385,36691635,36691510
chr1,36709293,36709543,36709418
chr1,36709879,36710129,36710004
chr1,36723117,36723367,36723242
chr1,36737369,36737619,36737494
chr1,36744421,36744671,36744546
chr1,36761619,36761869,36761744
chr1,36766463,36766713,36766588
chr1,36766921,36767171,36767046
chr1,36767262,36767512,36767387
chr1,36772350,36772600,36772475
chr1,36784682,36784932,36784807
chr1,36836602,36836852,36836727
chr1,36892468,36892718,36892593
chr1,36904171,36904421,36904296
chr1,36910492,36910742,36910617
chr1,36915252,36915502,36915377
chr1,36919779,36920029,36919904
chr1,36920397,36920647,36920522
chr1,36922160,36922410,36922285
chr1,36936592,36936842,36936717
chr1,36939524,36939774,36939649
chr1,36939866,36940116,36939991
chr1,36960487,36960737,36960612
chr1,37000450,37000700,37000575
chr1,37002740,37002990,37002865
chr1,37013679,37013929,37013804
chr1,37029156,37029406,37029281
chr1,37030722,37030972,37030847
chr1,37272626,37272876,37272751
chr1,37299597,37299847,37299722
chr1,37300065,37300315,37300190
chr1,37300709,37300959,37300834
chr1,37303646,37303896,37303771
chr1,37308139,37308389,37308264
chr1,37310041,37310291,37310166
chr1,37419436,37419686,37419561
chr1,37429745,37429995,37429870
chr1,37473347,37473597,37473472
chr1,37478001,37478251,37478126
chr1,37478529,37478779,37478654
chr1,37479160,37479410,37479285
chr1,37491715,37491965,37491840
chr1,37496021,37496271,37496146
chr1,37496780,37497030,37496905
chr1,37540914,37541164,37541039
chr1,37544316,37544566,37544441
chr1,37586186,37586436,37586311
chr1,37614209,37614459,37614334
chr1,37615078,37615328,37615203
chr1,37624284,37624534,37624409
chr1,37634732,37634982,37634857
chr1,37691234,37691484,37691359
chr1,37864905,37865155,37865030
chr1,37872115,37872365,37872240
chr1,37890032,37890282,37890157
chr1,37890284,37890534,37890409
chr1,37996852,37997102,37996977
chr1,37997183,37997433,37997308
chr1,37997973,37998223,37998098
chr1,38129123,38129373,38129248
chr1,38129750,38130000,38129875
chr1,38130010,38130260,38130135
chr1,38185570,38185820,38185695
chr1,38395108,38395358,38395233
chr1,38557696,38557946,38557821
chr1,38580570,38580820,38580695
chr1,38601871,38602121,38601996
chr1,38602305,38602555,38602430
chr1,38627327,38627577,38627452
chr1,38657664,38657914,38657789
chr1,38662685,38662935,38662810
chr1,38664903,38665153,38665028
chr1,38665682,38665932,38665807
chr1,38671217,38671467,38671342
chr1,38694232,38694482,38694357
chr1,38720423,38720673,38720548
chr1,38769914,38770164,38770039
chr1,38777412,38777662,38777537
chr1,38787546,38787796,38787671
chr1,38799441,38799691,38799566
chr1,38883925,38884175,38884050
chr1,38886033,38886283,38886158
chr1,38897882,38898132,38898007
chr1,38936823,38937073,38936948
chr1,38987546,38987796,38987671
chr1,38987879,38988129,38988004
chr1,39001210,39001460,39001335
chr1,39006004,39006254,39006129
chr1,39006896,39007146,39007021
chr1,39010563,39010813,39010688
chr1,39025197,39025447,39025322
chr1,39046725,39046975,39046850
chr1,39089858,39090108,39089983
chr1,39091251,39091501,39091376
chr1,39096806,39097056,39096931
chr1,39097691,39097941,39097816
chr1,39122372,39122622,39122497
chr1,39123207,39123457,39123332
chr1,39185845,39186095,39185970
chr1,39196762,39197012,39196887
chr1,39205074,39205324,39205199
chr1,39207014,39207264,39207139
chr1,39234923,39235173,39235048
chr1,39281033,39281283,39281158
chr1,39281964,39282214,39282089
chr1,39340756,39341006,39340881
chr1,39367658,39367908,39367783
chr1,39392252,39392502,39392377
chr1,39478630,39478880,39478755
chr1,39522625,39522875,39522750
chr1,39527518,39527768,39527643
chr1,39530322,39530572,39530447
chr1,39535366,39535616,39535491
chr1,39535893,39536143,39536018
chr1,39555826,39556076,39555951
chr1,39556078,39556328,39556203
chr1,39559083,39559333,39559208
chr1,39560472,39560722,39560597
chr1,39571746,39571996,39571871
chr1,39576002,39576252,39576127
chr1,39576774,39577024,39576899
chr1,39577232,39577482,39577357
chr1,39670775,39671025,39670900
chr1,39685910,39686160,39686035
chr1,39702572,39702822,39702697
chr1,39710069,39710319,39710194
chr1,39714009,39714259,39714134
chr1,39734435,39734685,39734560
chr1,39736412,39736662,39736537
chr1,39749727,39749977,39749852
chr1,39761152,39761402,39761277
chr1,39762073,39762323,39762198
chr1,39842290,39842540,39842415
chr1,39842671,39842921,39842796
chr1,39847174,39847424,39847299
chr1,39895578,39895828,39895703
chr1,39896574,39896824,39896699
chr1,39900633,39900883,39900758
chr1,39901871,39902121,39901996
chr1,39904722,39904972,39904847
chr1,39907141,39907391,39907266
chr1,39911590,39911840,39911715
chr1,39913332,39913582,39913457
chr1,39917899,39918149,39918024
chr1,39918551,39918801,39918676
chr1,39922730,39922980,39922855
chr1,39923453,39923703,39923578
chr1,39926182,39926432,39926307
chr1,39936321,39936571,39936446
chr1,39941315,39941565,39941440
chr1,39941676,39941926,39941801
chr1,39944430,39944680,39944555
chr1,39949249,39949499,39949374
chr1,39954676,39954926,39954801
chr1,39960251,39960501,39960376
chr1,39980794,39981044,39980919
chr1,40022777,40023027,40022902
chr1,40033343,40033593,40033468
chr1,40053911,40054161,40054036
chr1,40056087,40056337,40056212
chr1,40059118,40059368,40059243
chr1,40085824,40086074,40085949
chr1,40115358,40115608,40115483
chr1,40116486,40116736,40116611
chr1,40227988,40228238,40228113
chr1,40271210,40271460,40271335
chr1,40324468,40324718,40324593
chr1,40324878,40325128,40325003
chr1,40330507,40330757,40330632
chr1,40360990,40361240,40361115
chr1,40376827,40377077,40376952
chr1,40380154,40380404,40380279
chr1,40383003,40383253,40383128
chr1,40399703,40399953,40399828
chr1,40418654,40418904,40418779
chr1,40428928,40429178,40429053
chr1,40465489,40465739,40465614
chr1,40469927,40470177,40470052
chr1,40473764,40474014,40473889
chr1,40475651,40475901,40475776
chr1,40479523,40479773,40479648
chr1,40515251,40515501,40515376
chr1,40529143,40529393,40529268
chr1,40544718,40544968,40544843
chr1,40658051,40658301,40658176
chr1,40790333,40790583,40790458
chr1,40797415,40797665,40797540
chr1,40802827,40803077,40802952
chr1,40841417,40841667,40841542
chr1,40847625,40847875,40847750
chr1,42714595,42714845,42714720
chr1,42851024,42851274,42851149
chr1,42915087,42915337,42915212
chr1,42918073,42918323,42918198
chr1,42952762,42953012,42952887
chr1,42953019,42953269,42953144
chr1,43070812,43071062,43070937
chr1,43092190,43092440,43092315
chr1,43092526,43092776,43092651
chr1,43098338,43098588,43098463
chr1,43098803,43099053,43098928
chr1,43110594,43110844,43110719
chr1,43112940,43113190,43113065
chr1,43130227,43130477,43130352
chr1,43139667,43139917,43139792
chr1,43143340,43143590,43143465
chr1,43144673,43144923,43144798
chr1,43145594,43145844,43145719
chr1,43149398,43149648,43149523
chr1,43163327,43163577,43163452
chr1,43163843,43164093,43163968
chr1,43168664,43168914,43168789
chr1,43207189,43207439,43207314
chr1,43224231,43224481,43224356
chr1,43225003,43225253,43225128
chr1,43241275,43241525,43241400
chr1,43264451,43264701,43264576
chr1,43299496,43299746,43299621
chr1,43311379,43311629,43311504
chr1,43353658,43353908,43353783
chr1,43360449,43360699,43360574
chr1,43361401,43361651,43361526
chr1,43362220,43362470,43362345
chr1,43375895,43376145,43376020
chr1,43403457,43403707,43403582
chr1,43412889,43413139,43413014
chr1,43445579,43445829,43445704
chr1,43446097,43446347,43446222
chr1,43457108,43457358,43457233
chr1,43464037,43464287,43464162
chr1,43465005,43465255,43465130
chr1,43467754,43468004,43467879
chr1,43468200,43468450,43468325
chr1,43470812,43471062,43470937
chr1,43472335,43472585,43472460
chr1,43474278,43474528,43474403
chr1,43474805,43475055,43474930
chr1,43482826,43483076,43482951
chr1,43500143,43500393,43500268
chr1,43500410,43500660,43500535
chr1,43500759,43501009,43500884
chr1,43501185,43501435,43501310
chr1,43502834,43503084,43502959
chr1,43504248,43504498,43504373
chr1,43511362,43511612,43511487
chr1,43516488,43516738,43516613
chr1,43520287,43520537,43520412
chr1,43522159,43522409,43522284
chr1,43529197,43529447,43529322
chr1,43534540,43534790,43534665
chr1,43536364,43536614,43536489
chr1,43537071,43537321,43537196
chr1,43538738,43538988,43538863
chr1,43542371,43542621,43542496
chr1,43544647,43544897,43544772
chr1,43547808,43548058,43547933
chr1,43561132,43561382,43561257
chr1,43562353,43562603,43562478
chr1,43635788,43636038,43635913
chr1,43732126,43732376,43732251
chr1,43760186,43760436,43760311
chr1,43768485,43768735,43768610
chr1,43768768,43769018,43768893
chr1,43811057,43811307,43811182
chr1,43811822,43812072,43811947
chr1,43826946,43827196,43827071
chr1,43827865,43828115,43827990
chr1,43843737,43843987,43843862
chr1,43879931,43880181,43880056
chr1,43880455,43880705,43880580
chr1,43888464,43888714,43888589
chr1,43897193,43897443,43897318
chr1,43899037,43899287,43899162
chr1,43902858,43903108,43902983
chr1,43912691,43912941,43912816
chr1,43933495,43933745,43933620
chr1,43933810,43934060,43933935
chr1,43939182,43939432,43939307
chr1,43996945,43997195,43997070
chr1,43997336,43997586,43997461
chr1,44032290,44032540,44032415
chr1,44033062,44033312,44033187
chr1,44041873,44042123,44041998
chr1,44042255,44042505,44042380
chr1,44047700,44047950,44047825
chr1,44061551,44061801,44061676
chr1,44064691,44064941,44064816
chr1,44070195,44070445,44070320
chr1,44080330,44080580,44080455
chr1,44101429,44101679,44101554
chr1,44102368,44102618,44102493
chr1,44118750,44119000,44118875
chr1,44119275,44119525,44119400
chr1,44119797,44120047,44119922
chr1,44122347,44122597,44122472
chr1,44147736,44147986,44147861
chr1,44155386,44155636,44155511
chr1,44177123,44177373,44177248
chr1,44824359,44824609,44824484
chr1,45766234,45766484,45766359
chr1,45795008,45795258,45795133
chr1,45795357,45795607,45795482
chr1,45816933,45817183,45817058
chr1,45824477,45824727,45824602
chr1,45825215,45825465,45825340
chr1,46342760,46343010,46342885
chr1,46425328,46425578,46425453
chr1,46769397,46769647,46769522
chr1,46849870,46850120,46849995
chr1,46852681,46852931,46852806
chr1,46853207,46853457,46853332
chr1,46853702,46853952,46853827
chr1,46854025,46854275,46854150
chr1,46864251,46864501,46864376
chr1,46873861,46874111,46873986
chr1,46874377,46874627,46874502
chr1,46894503,46894753,46894628
chr1,46905774,46906024,46905899
chr1,46914318,46914568,46914443
chr1,46921694,46921944,46921819
chr1,46922994,46923244,46923119
chr1,46939358,46939608,46939483
chr1,46966350,46966600,46966475
chr1,46970529,46970779,46970654
chr1,50927342,50927592,50927467
chr1,50962352,50962602,50962477
chr1,51092454,51092704,51092579
chr1,51104842,51105092,51104967
chr1,51333969,51334219,51334094
chr1,51448902,51449152,51449027
chr1,51459089,51459339,51459214
chr1,51466506,51466756,51466631
chr1,51476488,51476738,51476613
chr1,51477891,51478141,51478016
chr1,51478429,51478679,51478554
chr1,51480468,51480718,51480593
chr1,51501094,51501344,51501219
chr1,51501380,51501630,51501505
chr1,51506366,51506616,51506491
chr1,51509124,51509374,51509249
chr1,51514450,51514700,51514575
chr1,51519175,51519425,51519300
chr1,51520344,51520594,51520469
chr1,51525626,51525876,51525751
chr1,51525928,51526178,51526053
chr1,51529742,51529992,51529867
chr1,51535441,51535691,51535566
chr1,51539670,51539920,51539795
chr1,51566153,51566403,51566278
chr1,51566417,51566667,51566542
chr1,51572803,51573053,51572928
chr1,51577766,51578016,51577891
chr1,51584628,51584878,51584753
chr1,51585018,51585268,51585143
chr1,51593915,51594165,51594040
chr1,51597061,51597311,51597186
chr1,51597399,51597649,51597524
chr1,51600513,51600763,51600638
chr1,51615568,51615818,51615693
chr1,51624589,51624839,51624714
chr1,51644501,51644751,51644626
chr1,51687997,51688247,51688122
chr1,51934582,51934832,51934707
chr1,51998618,51998868,51998743
chr1,52004153,52004403,52004278
chr1,52008471,52008721,52008596
chr1,52011344,52011594,52011469
chr1,52012339,52012589,52012464
chr1,52014381,52014631,52014506
chr1,52019553,52019803,52019678
chr1,52019836,52020086,52019961
chr1,52022182,52022432,52022307
chr1,52035016,52035266,52035141
chr1,52035432,52035682,52035557
chr1,52039745,52039995,52039870
chr1,52040785,52041035,52040910
chr1,52056034,52056284,52056159
chr1,52076427,52076677,52076552
chr1,52080137,52080387,52080262
chr1,52086295,52086545,52086420
chr1,52098942,52099192,52099067
chr1,52100622,52100872,52100747
chr1,52113579,52113829,52113704
chr1,52119191,52119441,52119316
chr1,52133299,52133549,52133424
chr1,52143806,52144056,52143931
chr1,52146671,52146921,52146796
chr1,52149931,52150181,52150056
chr1,52150723,52150973,52150848
chr1,52166709,52166959,52166834
chr1,52170098,52170348,52170223
chr1,52171439,52171689,52171564
chr1,52221199,52221449,52221324
chr1,52228309,52228559,52228434
chr1,52232347,52232597,52232472
chr1,52232850,52233100,52232975
chr1,52233197,52233447,52233322
chr1,52267641,52267891,52267766
chr1,52288357,52288607,52288482
chr1,52301319,52301569,52301444
chr1,52302627,52302877,52302752
chr1,52328580,52328830,52328705
chr1,52363671,52363921,52363796
chr1,52366324,52366574,52366449
chr1,52374660,52374910,52374785
chr1,52375435,52375685,52375560
chr1,52388235,52388485,52388360
chr1,52388894,52389144,52389019
chr1,52454818,52455068,52454943
chr1,52489853,52490103,52489978
chr1,52499925,52500175,52500050
chr1,52500397,52500647,52500522
chr1,52500714,52500964,52500839
chr1,52501851,52502101,52501976
chr1,52550246,52550496,52550371
chr1,52565188,52565438,52565313
chr1,52565890,52566140,52566015
chr1,52578307,52578557,52578432
chr1,52581770,52582020,52581895
chr1,52597898,52598148,52598023
chr1,52607753,52608003,52607878
chr1,52630559,52630809,52630684
chr1,52631044,52631294,52631169
chr1,52648204,52648454,52648329
chr1,52650120,52650370,52650245
chr1,52652597,52652847,52652722
chr1,52655249,52655499,52655374
chr1,52726323,52726573,52726448
chr1,52726762,52727012,52726887
chr1,52727279,52727529,52727404
chr1,52748328,52748578,52748453
chr1,52764184,52764434,52764309
chr1,52799462,52799712,52799587
chr1,52800351,52800601,52800476
chr1,52816980,52817230,52817105
chr1,52817632,52817882,52817757
chr1,52823171,52823421,52823296
chr1,52844738,52844988,52844863
chr1,52854083,52854333,52854208
chr1,52864284,52864534,52864409
chr1,52952641,52952891,52952766
chr1,52953108,52953358,52953233
chr1,52955226,52955476,52955351
chr1,53011191,53011441,53011316
chr1,53032650,53032900,53032775
chr1,53049802,53050052,53049927
chr1,53050063,53050313,53050188
chr1,53053111,53053361,53053236
chr1,53197691,53197941,53197816
chr1,53272743,53272993,53272868
chr1,53296945,53297195,53297070
