chrom,start,end,summit
chr1,86154437,86154687,86154562
chr1,86228656,86228906,86228781
chr1,86394393,86394643,86394518
chr1,86441469,86441719,86441594
chr1,86442063,86442313,86442188
chr1,86442524,86442774,86442649
chr1,86504475,86504725,86504600
chr1,86526399,86526649,86526524
chr1,87213791,87214041,87213916
chr1,87607731,87607981,87607856
chr1,87620255,87620505,87620380
chr1,87621531,87621781,87621656
chr1,87626440,87626690,87626565
chr1,87755796,87756046,87755921
chr1,87828330,87828580,87828455
chr1,87829002,87829252,87829127
chr1,87829797,87830047,87829922
chr1,87847117,87847367,87847242
chr1,87866759,87867009,87866884
chr1,87876165,87876415,87876290
chr1,87877970,87878220,87878095
chr1,88474632,88474882,88474757
chr1,88475516,88475766,88475641
chr1,88497527,88497777,88497652
chr1,88578143,88578393,88578268
chr1,88584577,88584827,88584702
chr1,88587436,88587686,88587561
chr1,88622520,88622770,88622645
chr1,88654849,88655099,88654974
chr1,88701950,88702200,88702075
chr1,88702298,88702548,88702423
chr1,88709041,88709291,88709166
chr1,90603296,90603546,90603421
chr1,91052869,91053119,91052994
chr1,91057659,91057909,91057784
chr1,91062543,91062793,91062668
chr1,91093360,91093610,91093485
chr1,91096544,91096794,91096669
chr1,91193321,91193571,91193446
chr1,91250134,91250384,91250259
chr1,91459427,91459677,91459552
chr1,92064375,92064625,92064500
chr1,92069598,92069848,92069723
chr1,92080192,92080442,92080317
chr1,92119261,92119511,92119386
chr1,92178093,92178343,92178218
chr1,92180707,92180957,92180832
chr1,92473690,92473940,92473815
chr1,92934247,92934497,92934372
chr1,93305730,93305980,93305855
chr1,93342782,93343032,93342907
chr1,93478290,93478540,93478415
chr1,93754861,93755111,93754986
chr1,93801848,93802098,93801973
chr1,94034966,94035216,94035091
chr1,94035391,94035641,94035516
chr1,95313364,95313614,95313489
chr1,95313632,95313882,95313757
chr1,95655635,95655885,95655760
chr1,95665016,95665266,95665141
chr1,95665978,95666228,95666103
chr1,95667507,95667757,95667632
chr1,97580318,97580568,97580443
chr1,97661728,97661978,97661853
chr1,97662050,97662300,97662175
chr1,97770010,97770260,97770135
chr1,105990114,105990364,105990239
chr1,105990408,105990658,105990533
chr1,106151907,106152157,106152032
chr1,106171428,106171678,106171553
chr1,106318367,106318617,106318492
chr1,106549174,106549424,106549299
chr1,106569581,106569831,106569706
chr1,106600878,106601128,106601003
chr1,106606950,106607200,106607075
chr1,106713950,106714200,106714075
chr1,106759771,106760021,106759896
chr1,118311099,118311349,118311224
chr1,118388859,118389109,118388984
chr1,118389159,118389409,118389284
chr1,118426506,118426756,118426631
chr1,118459052,118459302,118459177
chr1,119504658,119504908,119504783
chr1,119526299,119526549,119526424
chr1,120055625,120055875,120055750
chr1,120121066,120121316,120121191
chr1,121327772,121328022,121327897
chr1,121567839,121568089,121567964
chr1,125430749,125430999,125430874
chr1,125434638,125434888,125434763
chr1,125435630,125435880,125435755
chr1,125466728,125466978,125466853
chr1,125467987,125468237,125468112
chr1,126817810,126818060,126817935
chr1,127205140,127205390,127205265
chr1,127213457,127213707,127213582
chr1,127214874,127215124,127214999
chr1,127233068,127233318,127233193
chr1,127239952,127240202,127240077
chr1,127242334,127242584,127242459
chr1,127296916,127297166,127297041
chr1,127305642,127305892,127305767
chr1,127345039,127345289,127345164
chr1,127773924,127774174,127774049
chr1,127796311,127796561,127796436
chr1,127868663,127868913,127868788
chr1,128243973,128244223,128244098
chr1,128399171,128399421,128399296
chr1,128416808,128417058,128416933
chr1,128548710,128548960,128548835
chr1,128570017,128570267,128570142
chr1,128601450,128601700,128601575
chr1,128605868,128606118,128605993
chr1,128611830,128612080,128611955
chr1,128614882,128615132,128615007
chr1,128766972,128767222,128767097
chr1,128786977,128787227,128787102
chr1,128787391,128787641,128787516
chr1,128790911,128791161,128791036
chr1,128832353,128832603,128832478
chr1,128832604,128832854,128832729
chr1,130475039,130475289,130475164
chr1,130993351,130993601,130993476
chr1,130993771,130994021,130993896
chr1,131010604,131010854,131010729
chr1,131021520,131021770,131021645
chr1,131022566,131022816,131022691
chr1,131025890,131026140,131026015
chr1,131080658,131080908,131080783
chr1,131110552,131110802,131110677
chr1,131184351,131184601,131184476
chr1,131200108,131200358,131200233
chr1,131204480,131204730,131204605
chr1,131280261,131280511,131280386
chr1,131365912,131366162,131366037
chr1,131638224,131638474,131638349
chr1,131653077,131653327,131653202
chr1,131827775,131828025,131827900
chr1,132008140,132008390,132008265
chr1,132010779,132011029,132010904
chr1,132011879,132012129,132012004
chr1,132341795,132342045,132341920
chr1,132417376,132417626,132417501
chr1,132476992,132477242,132477117
chr1,132477303,132477553,132477428
chr1,133131097,133131347,133131222
chr1,133610181,133610431,133610306
chr1,133661309,133661559,133661434
chr1,133689613,133689863,133689738
chr1,133690001,133690251,133690126
chr1,133694939,133695189,133695064
chr1,133801146,133801396,133801271
chr1,133815849,133816099,133815974
chr1,134058878,134059128,134059003
chr1,134060830,134061080,134060955
chr1,134061113,134061363,134061238
chr1,134063530,134063780,134063655
chr1,134063821,134064071,134063946
chr1,134065216,134065466,134065341
chr1,134065513,134065763,134065638
chr1,134077653,134077903,134077778
chr1,134078902,134079152,134079027
chr1,134079255,134079505,134079380
chr1,134093041,134093291,134093166
chr1,134098741,134098991,134098866
chr1,134099181,134099431,134099306
chr1,134415293,134415543,134415418
chr1,134557026,134557276,134557151
chr1,134559996,134560246,134560121
chr1,135128288,135128538,135128413
chr1,135131100,135131350,135131225
chr1,135132536,135132786,135132661
chr1,135313680,135313930,135313805
chr1,135631617,135631867,135631742
chr1,135659579,135659829,135659704
chr1,135719580,135719830,135719705
chr1,135729027,135729277,135729152
chr1,136135110,136135360,136135235
chr1,136345950,136346200,136346075
chr1,136579482,136579732,136579607
chr1,136600621,136600871,136600746
chr1,136608439,136608689,136608564
chr1,136617399,136617649,136617524
chr1,136672558,136672808,136672683
chr1,136685403,136685653,136685528
chr1,136685776,136686026,136685901
chr1,136695079,136695329,136695204
chr1,136699105,136699355,136699230
chr1,138136480,138136730,138136605
chr1,138145143,138145393,138145268
chr1,138157065,138157315,138157190
chr1,138162708,138162958,138162833
chr1,138175147,138175397,138175272
chr1,138191723,138191973,138191848
chr1,138233024,138233274,138233149
chr1,138248084,138248334,138248209
chr1,138288883,138289133,138289008
chr1,138290207,138290457,138290332
chr1,138299583,138299833,138299708
chr1,138303104,138303354,138303229
chr1,138303447,138303697,138303572
chr1,138304214,138304464,138304339
chr1,138559757,138560007,138559882
chr1,138618015,138618265,138618140
chr1,138619194,138619444,138619319
chr1,138619634,138619884,138619759
chr1,143777099,143777349,143777224
chr1,143918916,143919166,143919041
chr1,144006562,144006812,144006687
chr1,144247487,144247737,144247612
chr1,144249032,144249282,144249157
chr1,144273142,144273392,144273267
chr1,144307136,144307386,144307261
chr1,144330407,144330657,144330532
chr1,150393138,150393388,150393263
chr1,150465456,150465706,150465581
chr1,151025254,151025504,151025379
chr1,151344363,151344613,151344488
chr1,151428339,151428589,151428464
chr1,151500881,151501131,151501006
chr1,151682984,151683234,151683109
chr1,151685132,151685382,151685257
chr1,152010310,152010560,152010435
chr1,152287651,152287901,152287776
chr1,152902866,152903116,152902991
chr1,153085203,153085453,153085328
chr1,153087854,153088104,153087979
chr1,153140976,153141226,153141101
chr1,153320181,153320431,153320306
chr1,153723476,153723726,153723601
chr1,153739958,153740208,153740083
chr1,153751812,153752062,153751937
chr1,153899759,153900009,153899884
chr1,155027685,155027935,155027810
chr1,155050280,155050530,155050405
chr1,155059580,155059830,155059705
chr1,155097951,155098201,155098076
chr1,155099498,155099748,155099623
chr1,155159205,155159455,155159330
chr1,155222996,155223246,155223121
chr1,155557975,155558225,155558100
chr1,155782460,155782710,155782585
chr1,155784411,155784661,155784536
chr1,155973317,155973567,155973442
chr1,156036049,156036299,156036174
chr1,156040694,156040944,156040819
chr1,156615490,156615740,156615615
chr1,156719032,156719282,156719157
chr1,156905699,156905949,156905824
chr1,156956500,156956750,156956625
chr1,156986286,156986536,156986411
chr1,156986629,156986879,156986754
chr1,157039203,157039453,157039328
chr1,157077124,157077374,157077249
chr1,160024359,160024609,160024484
chr1,160036982,160037232,160037107
chr1,160044473,160044723,160044598
chr1,160053642,160053892,160053767
chr1,160054494,160054744,160054619
chr1,160212878,160213128,160213003
chr1,160247523,160247773,160247648
chr1,160290376,160290626,160290501
chr1,160307393,160307643,160307518
chr1,160309066,160309316,160309191
chr1,160792730,160792980,160792855
chr1,160805299,160805549,160805424
chr1,161034696,161034946,161034821
chr1,161070602,161070852,161070727
chr1,161131386,161131636,161131511
chr1,161251251,161251501,161251376
chr1,161670969,161671219,161671094
chr1,161761407,161761657,161761532
chr1,161766666,161766916,161766791
chr1,161767321,161767571,161767446
chr1,161779179,161779429,161779304
chr1,161788342,161788592,161788467
chr1,161804541,161804791,161804666
chr1,161804817,161805067,161804942
chr1,161876834,161877084,161876959
chr1,161969030,161969280,161969155
chr1,162207262,162207512,162207387
chr1,162570459,162570709,162570584
chr1,162728133,162728383,162728258
chr1,163403590,163403840,163403715
chr1,163779419,163779669,163779544
chr1,163994739,163994989,163994864
chr1,164061985,164062235,164062110
chr1,164063725,164063975,164063850
chr1,164071259,164071509,164071384
chr1,164072186,164072436,164072311
chr1,164073133,164073383,164073258
chr1,164077127,164077377,164077252
chr1,164078408,164078658,164078533
chr1,164135415,164135665,164135540
chr1,164135736,164135986,164135861
chr1,164136021,164136271,164136146
chr1,164573722,164573972,164573847
chr1,164815428,164815678,164815553
chr1,164881929,164882179,164882054
chr1,164960103,164960353,164960228
chr1,164966127,164966377,164966252
chr1,165194366,165194616,165194491
chr1,165460472,165460722,165460597
chr1,165642431,165642681,165642556
chr1,165700515,165700765,165700640
chr1,165701185,165701435,165701310
chr1,165705830,165706080,165705955
chr1,165708015,165708265,165708140
chr1,165709723,165709973,165709848
chr1,165717887,165718137,165718012
chr1,165788547,165788797,165788672
chr1,165790001,165790251,165790126
chr1,165816279,165816529,165816404
chr1,165837635,165837885,165837760
chr1,165844480,165844730,165844605
chr1,165845011,165845261,165845136
chr1,165848991,165849241,165849116
chr1,166002882,166003132,166003007
chr1,166003168,166003418,166003293
chr1,167394016,167394266,167394141
chr1,169531430,169531680,169531555
chr1,170175012,170175262,170175137
chr1,170861714,170861964,170861839
chr1,170867679,170867929,170867804
chr1,170868498,170868748,170868623
chr1,171060396,171060646,171060521
chr1,171113939,171114189,171114064
chr1,171247099,171247349,171247224
chr1,171281030,171281280,171281155
chr1,171355979,171356229,171356104
chr1,171388811,171389061,171388936
chr1,171390193,171390443,171390318
chr1,171503362,171503612,171503487
chr1,171503703,171503953,171503828
chr1,171606921,171607171,171607046
chr1,171607279,171607529,171607404
chr1,171681804,171682054,171681929
chr1,171766949,171767199,171767074
chr1,171771034,171771284,171771159
chr1,171771333,171771583,171771458
chr1,171782594,171782844,171782719
chr1,171788655,171788905,171788780
chr1,171845124,171845374,171845249
chr1,171921032,171921282,171921157
chr1,171921376,171921626,171921501
chr1,171939454,171939704,171939579
chr1,171963721,171963971,171963846
chr1,171966124,171966374,171966249
chr1,171966489,171966739,171966614
chr1,172082557,172082807,172082682
chr1,172147970,172148220,172148095
chr1,172311736,172311986,172311861
chr1,172376312,172376562,172376437
chr1,172501757,172502007,172501882
chr1,172512994,172513244,172513119
chr1,172513986,172514236,172514111
chr1,172548572,172548822,172548697
chr1,172632946,172633196,172633071
chr1,173398706,173398956,173398831
chr1,173399021,173399271,173399146
chr1,173420405,173420655,173420530
chr1,173432537,173432787,173432662
chr1,173437189,173437439,173437314
chr1,173437590,173437840,173437715
chr1,173440811,173441061,173440936
chr1,173441409,173441659,173441534
chr1,173491007,173491257,173491132
chr1,173510683,173510933,173510808
chr1,173598968,173599218,173599093
chr1,173630680,173630930,173630805
chr1,173673604,173673854,173673729
chr1,176814667,176814917,176814792
chr1,176946384,176946634,176946509
chr1,177257184,177257434,177257309
chr1,177258536,177258786,177258661
chr1,177441751,177442001,177441876
chr1,178318195,178318445,178318320
chr1,178318632,178318882,178318757
chr1,178368908,178369158,178369033
chr1,178405521,178405771,178405646
chr1,178406234,178406484,178406359
chr1,179546219,179546469,179546344
chr1,179559684,179559934,179559809
chr1,179803633,179803883,179803758
chr1,180195932,180196182,180196057
chr1,180225958,180226208,180226083
chr1,180255457,180255707,180255582
chr1,180256272,180256522,180256397
chr1,180330242,180330492,180330367
chr1,180332550,180332800,180332675
chr1,180335662,180335912,180335787
chr1,180356275,180356525,180356400
chr1,180364128,180364378,180364253
chr1,180365198,180365448,180365323
chr1,180365551,180365801,180365676
chr1,180366573,180366823,180366698
chr1,180388672,180388922,180388797
chr1,180390348,180390598,180390473
chr1,180390820,180391070,180390945
chr1,180393050,180393300,180393175
chr1,180397847,180398097,180397972
chr1,180403385,180403635,180403510
chr1,180403739,180403989,180403864
chr1,180432005,180432255,180432130
chr1,180768331,180768581,180768456
chr1,180850467,180850717,180850592
chr1,180850924,180851174,180851049
chr1,180912065,180912315,180912190
chr1,180942438,180942688,180942563
chr1,181144134,181144384,181144259
chr1,181210471,181210721,181210596
chr1,181230697,181230947,181230822
chr1,181256698,181256948,181256823
chr1,181842376,181842626,181842501
chr1,181860731,181860981,181860856
chr1,182124956,182125206,182125081
chr1,182254726,182254976,182254851
chr1,182358214,182358464,182358339
chr1,182363762,182364012,182363887
chr1,182506676,182506926,182506801
chr1,183041080,183041330,183041205
chr1,183134499,183134749,183134624
chr1,183180336,183180586,183180461
chr1,183388760,183389010,183388885
chr1,183987777,183988027,183987902
chr1,184005702,184005952,184005827
chr1,184034085,184034335,184034210
chr1,184048695,184048945,184048820
chr1,184118066,184118316,184118191
chr1,184793514,184793764,184793639
chr1,185363026,185363276,185363151
chr1,189007689,189007939,189007814
chr1,190928416,190928666,190928541
chr1,191062850,191063100,191062975
chr1,191259257,191259507,191259382
chr1,191312720,191312970,191312845
chr1,191385007,191385257,191385132
chr1,191575889,191576139,191576014
chr1,192062741,192062991,192062866
chr1,192086708,192086958,192086833
chr1,192770498,192770748,192770623
chr1,193130095,193130345,193130220
chr1,193173543,193173793,193173668
chr1,193181193,193181443,193181318
chr1,193189204,193189454,193189329
chr1,193193798,193194048,193193923
chr1,193201040,193201290,193201165
chr1,193201417,193201667,193201542
chr1,193263943,193264193,193264068
chr1,193349778,193350028,193349903
chr1,193421451,193421701,193421576
chr1,194977172,194977422,194977297
chr1,195092189,195092439,195092314
chr1,195130995,195131245,195131120
chr1,195131429,195131679,195131554
chr10,3973734,3973984,3973859
chr10,4387045,4387295,4387170
chr10,4432306,4432556,4432431
chr10,5194596,5194846,5194721
chr10,5384462,5384712,5384587
chr10,5824011,5824261,5824136
chr10,6980390,6980640,6980515
chr10,6982944,6983194,6983069
chr10,7010623,7010873,7010748
chr10,7211798,7212048,7211923
chr10,7212772,7213022,7212897
chr10,7589665,7589915,7589790
chr10,7680841,7681091,7680966
chr10,7792737,7792987,7792862
chr10,7824644,7824894,7824769
chr10,7832172,7832422,7832297
chr10,7839525,7839775,7839650
chr10,8132306,8132556,8132431
chr10,8213979,8214229,8214104
chr10,8505672,8505922,8505797
chr10,8506276,8506526,8506401
chr10,10184428,10184678,10184553
chr10,10184873,10185123,10184998
chr10,11149336,11149586,11149461
chr10,12688954,12689204,12689079
chr10,12805857,12806107,12805982
chr10,12813503,12813753,12813628
chr10,12823974,12824224,12824099
chr10,12860403,12860653,12860528
chr10,12874952,12875202,12875077
chr10,12888376,12888626,12888501
chr10,12922365,12922615,12922490
chr10,12923230,12923480,12923355
chr10,12964215,12964465,12964340
chr10,12964643,12964893,12964768
chr10,13057050,13057300,13057175
chr10,13060249,13060499,13060374
chr10,13553022,13553272,13553147
chr10,13964534,13964784,13964659
chr10,13964821,13965071,13964946
chr10,13965525,13965775,13965650
chr10,13966816,13967066,13966941
chr10,13967575,13967825,13967700
chr10,13968067,13968317,13968192
chr10,13982930,13983180,13983055
chr10,13983582,13983832,13983707
chr10,13993555,13993805,13993680
chr10,14017860,14018110,14017985
chr10,14043148,14043398,14043273
chr10,14045011,14045261,14045136
chr10,14045881,14046131,14046006
chr10,14046495,14046745,14046620
chr10,14057193,14057443,14057318
chr10,14057914,14058164,14058039
chr10,14085903,14086153,14086028
chr10,14086235,14086485,14086360
chr10,14115959,14116209,14116084
chr10,14705429,14705679,14705554
chr10,17565343,17565593,17565468
chr10,17566966,17567216,17567091
chr10,17722234,17722484,17722359
chr10,17723069,17723319,17723194
chr10,17728777,17729027,17728902
chr10,17772499,17772749,17772624
chr10,17775186,17775436,17775311
chr10,17796130,17796380,17796255
chr10,17946909,17947159,17947034
chr10,17987956,17988206,17988081
chr10,18022768,18023018,18022893
chr10,18055431,18055681,18055556
chr10,18142316,18142566,18142441
chr10,18235144,18235394,18235269
chr10,18917430,18917680,18917555
chr10,18941565,18941815,18941690
chr10,19009394,19009644,19009519
chr10,19015305,19015555,19015430
chr10,19062145,19062395,19062270
chr10,19062545,19062795,19062670
chr10,19094388,19094638,19094513
chr10,19104678,19104928,19104803
chr10,19116964,19117214,19117089
chr10,19117236,19117486,19117361
chr10,19171922,19172172,19172047
chr10,19184912,19185162,19185037
chr10,19185885,19186135,19186010
chr10,19186402,19186652,19186527
chr10,19188529,19188779,19188654
chr10,19321848,19322098,19321973
chr10,19333506,19333756,19333631
chr10,19494476,19494726,19494601
chr10,19504403,19504653,19504528
chr10,19506060,19506310,19506185
chr10,19530151,19530401,19530276
chr10,19578029,19578279,19578154
chr10,19582326,19582576,19582451
chr10,19584195,19584445,19584320
chr10,19591873,19592123,19591998
chr10,19592214,19592464,19592339
chr10,19619827,19620077,19619952
chr10,19691894,19692144,19692019
chr10,19933899,19934149,19934024
chr10,19939318,19939568,19939443
chr10,19962834,19963084,19962959
chr10,19991850,19992100,19991975
chr10,20952140,20952390,20952265
chr10,21077069,21077319,21077194
chr10,21160834,21161084,21160959
chr10,21235271,21235521,21235396
chr10,21419294,21419544,21419419
chr10,21559823,21560073,21559948
chr10,21905692,21905942,21905817
chr10,21908691,21908941,21908816
chr10,22148756,22149006,22148881
chr10,22299354,22299604,22299479
